Year,Month,UN_SIGMA2U_1,UN_SIGMA2U_2,UN_SIGMA2U_3,UN_SIGMA2U_4,UN_SIGMA2U_5,UN_SIGMA2U_6,UN_SIGMA2U_7,UN_SIGMA2U_8,UN_SIGMA2U_9
2003,9,0.001663886,0.001942929,0.001909448,0.002705996,0.00283866,0.003682466,0.022709552,0.009335046,0.000403636
2003,10,0.00180351,0.002024419,0.002085488,0.002800048,0.003115927,0.003926594,0.024387815,0.010895907,0.000431838
2003,11,0.001799881,0.002241226,0.002257398,0.002821595,0.003078192,0.003988842,0.02828441,0.010641362,0.000448453
2003,12,0.001783934,0.00190731,0.00197471,0.002585964,0.003055082,0.004233861,0.025671249,0.009414175,0.000417695
2004,1,0.001672307,0.001828656,0.001776763,0.002297525,0.002772426,0.004247578,0.025333111,0.009295514,0.000390794
2004,2,0.00158514,0.001689038,0.001609829,0.00224041,0.002782435,0.00370398,0.024710598,0.00894338,0.000369047
2004,3,0.001720754,0.001930986,0.001732752,0.00287822,0.003116324,0.004222179,0.027083821,0.00924214,0.000409023
2004,4,0.001767208,0.001857071,0.001933328,0.002801542,0.003239216,0.004828298,0.028279243,0.009216199,0.000418852
2004,5,0.001746927,0.002083088,0.002188869,0.002742879,0.003279932,0.004633867,0.023781796,0.010257274,0.00043665
2004,6,0.001775632,0.002061519,0.002135101,0.002679359,0.003492915,0.00418303,0.023370731,0.011264955,0.000437273
2004,7,0.001845918,0.002090755,0.002400676,0.002847601,0.003727637,0.004134383,0.023431217,0.01167454,0.000457824
2004,8,0.00185602,0.001872569,0.002400665,0.002730027,0.003693255,0.004204448,0.024387754,0.009303036,0.000443592
2004,9,0.001824012,0.001739906,0.00234993,0.002823657,0.003431534,0.003739275,0.022094832,0.008947537,0.00042659
2004,10,0.001960426,0.001933145,0.003004394,0.003010739,0.003815678,0.004280447,0.026435999,0.010837548,0.000477793
2004,11,0.001879313,0.002016994,0.002746158,0.003516444,0.004339272,0.004695042,0.025996207,0.010860502,0.000481817
2004,12,0.001880391,0.001847286,0.002452389,0.003339283,0.003963879,0.004700697,0.02510755,0.009754871,0.000456301
2005,1,0.001715741,0.001796432,0.002120341,0.00249472,0.0032842,0.004759145,0.022721568,0.010514729,0.000413823
2005,2,0.001572625,0.001675394,0.00217548,0.002703261,0.003403016,0.004263731,0.023018899,0.008691433,0.000398269
2005,3,0.001619514,0.001811874,0.002316811,0.00291418,0.003262528,0.004385488,0.024601904,0.009912826,0.000416345
2005,4,0.00184408,0.001834168,0.00213021,0.003028282,0.003523779,0.004414913,0.026467003,0.011199624,0.000435564
2005,5,0.001834796,0.001887915,0.002166728,0.00306789,0.003681298,0.005161061,0.024646828,0.011125571,0.000442517
2005,6,0.001892209,0.002042694,0.002496138,0.003148001,0.003555993,0.004778953,0.026856699,0.012112939,0.000466388
2005,7,0.002072051,0.002090579,0.002565897,0.003848288,0.003811908,0.004654445,0.025253863,0.01164797,0.000493915
2005,8,0.002018414,0.002085226,0.002382556,0.003458853,0.003839455,0.004405436,0.029400977,0.011868084,0.000481146
2005,9,0.001708675,0.001820834,0.002583791,0.003427619,0.004044498,0.004022968,0.026478391,0.011569997,0.000444927
2005,10,0.001872846,0.001995303,0.002676337,0.003494766,0.004357048,0.003544894,0.028102629,0.010170349,0.000474146
2005,11,0.001880472,0.002129357,0.002816369,0.003793274,0.004417324,0.003727162,0.026178452,0.011865515,0.00049108
2005,12,0.001749952,0.0019135,0.002399225,0.003402341,0.003862882,0.004323321,0.022691128,0.011065039,0.000446444
2006,1,0.001511048,0.001825195,0.001963878,0.003105487,0.003542131,0.003840292,0.021395635,0.009615986,0.00039859
2006,2,0.001576791,0.001697085,0.001830368,0.002904254,0.003448911,0.003477936,0.021350365,0.00919105,0.000388963
2006,3,0.001798875,0.001872652,0.002075541,0.003051025,0.0037648,0.003803345,0.025991385,0.010238153,0.000433017
2006,4,0.001690402,0.001867426,0.002394738,0.003125044,0.004272214,0.004625759,0.023942729,0.010550015,0.000440665
2006,5,0.001792505,0.00199086,0.002372881,0.003211945,0.00494825,0.004218905,0.023866656,0.009010944,0.000459929
2006,6,0.001751823,0.002067463,0.00251463,0.003636888,0.004738994,0.004093041,0.02594866,0.013476394,0.00047031
2006,7,0.00201696,0.002108833,0.002798667,0.003543795,0.005840386,0.004465089,0.027651467,0.013703803,0.000513747
2006,8,0.001825781,0.002289066,0.002624933,0.003409207,0.004613011,0.004296065,0.028341326,0.011090768,0.000490014
2006,9,0.001708306,0.002126153,0.002459637,0.00341444,0.004611472,0.003748917,0.032679801,0.012250005,0.000464689
2006,10,0.002023986,0.002127831,0.003288172,0.00360129,0.004517793,0.004078354,0.037972863,0.012699466,0.000519279
2006,11,0.001941397,0.002332533,0.00303078,0.003200343,0.005570477,0.004476734,0.035045913,0.012247298,0.000522593
2006,12,0.001878407,0.001964601,0.002825865,0.002848157,0.004970325,0.004535846,0.041591008,0.01134002,0.000480791
2007,1,0.001698064,0.001883493,0.002403265,0.002496931,0.004457251,0.004696517,0.040856222,0.009634033,0.000439452
2007,2,0.001528557,0.00180723,0.002211459,0.002741332,0.004435921,0.004429826,0.027561277,0.01100475,0.000415058
2007,3,0.001774824,0.001906631,0.002399904,0.003079712,0.005267303,0.004826231,0.026414493,0.010043347,0.000458081
2007,4,0.001767745,0.001993148,0.003123536,0.003005353,0.005658724,0.005519149,0.02562601,0.009841045,0.000484237
2007,5,0.001857236,0.002053635,0.003265502,0.003388458,0.004933585,0.006819207,0.024247592,0.011383305,0.000502394
2007,6,0.00197835,0.002181193,0.003125421,0.00341761,0.004114042,0.005391577,0.025872801,0.011089983,0.000509009
2007,7,0.002063201,0.002393886,0.003324515,0.003511869,0.005031629,0.005449451,0.028055852,0.013332152,0.000546988
2007,8,0.002042682,0.002130341,0.003220546,0.003455723,0.004963984,0.004887311,0.026306495,0.013136284,0.000522447
2007,9,0.001889399,0.002234593,0.002932109,0.003456542,0.004261664,0.004884571,0.02852225,0.013636974,0.000502093
2007,10,0.002019108,0.002321563,0.003241327,0.002900908,0.004412882,0.004269551,0.027794418,0.014449889,0.000519471
2007,11,0.002016399,0.002177415,0.003253707,0.003531334,0.005241881,0.005048522,0.021289756,0.012195252,0.00051447
2007,12,0.001984672,0.002025167,0.003275811,0.003237084,0.005170342,0.00495044,0.021515017,0.019578136,0.000491817
2008,1,0.001874677,0.002071808,0.002863279,0.003167541,0.00443465,0.005505882,0.019505662,0.013981344,0.000459183
2008,2,0.001988284,0.002140526,0.002554405,0.003237967,0.005287463,0.005038139,0.018695526,0.01169343,0.000460055
2008,3,0.002172667,0.002261723,0.002738762,0.003580828,0.005360506,0.005934565,0.019096914,0.011250948,0.000480238
2008,4,0.002183553,0.002169355,0.003111117,0.003422746,0.005737576,0.00835625,0.018412775,0.012815252,0.000477682
2008,5,0.002130327,0.002476207,0.003128572,0.003432647,0.005614218,0.008056256,0.020226026,0.016857525,0.000481733
2008,6,0.002284447,0.002431336,0.003302277,0.004008824,0.006464383,0.008117573,0.018480817,0.017859823,0.000495996
2008,7,0.003171693,0.003280304,0.00474244,0.005412351,0.009308759,0.008990785,0.032890708,0.02200137,0.000762133
2008,8,0.00298855,0.003541067,0.005306564,0.005606834,0.010144278,0.01000558,0.035403034,0.016354512,0.000780085
2008,9,0.002790066,0.003219915,0.004286903,0.004006352,0.008761454,0.009911471,0.028082008,0.019575586,0.000693701
2008,10,0.002736159,0.003479171,0.004606102,0.004403813,0.011914529,0.010018102,0.025399955,0.027769638,0.000731888
2008,11,0.002769999,0.003506262,0.004568801,0.004517343,0.009514337,0.008513336,0.021094677,0.024587001,0.000720963
2008,12,0.002611848,0.003012098,0.004202468,0.004231744,0.009368027,0.007801927,0.024166731,0.019064693,0.00066506
2009,1,0.002265546,0.002732627,0.002958654,0.003485511,0.00716092,0.008692973,0.019418157,0.019440441,0.000564896
2009,2,0.002015698,0.002222682,0.00273164,0.003456813,0.00539794,0.007830021,0.021883942,0.022132265,0.000498064
2009,3,0.001949352,0.002326332,0.002673528,0.003589859,0.004900461,0.008940841,0.020829309,0.014939782,0.000491804
2009,4,0.002219585,0.002377416,0.002941962,0.003914443,0.005555948,0.007460446,0.020429064,0.018691397,0.000533284
2009,5,0.002073949,0.002345395,0.002681554,0.004188468,0.005131791,0.007903186,0.022502481,0.014046377,0.000509825
2009,6,0.002131571,0.002391857,0.002686466,0.00446388,0.004887439,0.009683829,0.022907178,0.015705547,0.000519394
2009,7,0.002487785,0.002577381,0.002842346,0.004521734,0.00487387,0.01079585,0.021264503,0.017157642,0.000563357
2009,8,0.002372059,0.002369438,0.002982847,0.004055553,0.005116834,0.00798572,0.024889306,0.016981669,0.000544372
2009,9,0.002305757,0.002305341,0.002092244,0.003705686,0.004199047,0.006450209,0.022587037,0.015191022,0.000486607
2009,10,0.00198977,0.002266813,0.002354773,0.003855643,0.004981026,0.005898416,0.024249131,0.013796082,0.000477457
2009,11,0.001915339,0.002372194,0.00218568,0.003509346,0.004601071,0.005979445,0.021413992,0.013336235,0.000461866
2009,12,0.001779145,0.002004464,0.001952672,0.00324661,0.004310219,0.005517315,0.018774384,0.011774247,0.000416972
2010,1,0.001725626,0.001855729,0.001766908,0.003575199,0.003900527,0.005789063,0.015172875,0.010716129,0.00039551
2010,2,0.001741085,0.001773447,0.001584085,0.003214132,0.003430516,0.004043123,0.018853429,0.009438129,0.000375415
2010,3,0.001790418,0.00179864,0.00171244,0.002923084,0.003599185,0.005324489,0.018780298,0.011615941,0.000388392
2010,4,0.001763416,0.001873526,0.001895004,0.00285661,0.004109523,0.005480502,0.01956309,0.012043461,0.00040222
2010,5,0.001954179,0.001904806,0.001910205,0.003255372,0.00472802,0.00533907,0.022670815,0.011301215,0.000426605
2010,6,0.002001141,0.001984178,0.002123026,0.0034238,0.004771572,0.004970309,0.021459325,0.012806984,0.000443801
2010,7,0.002024013,0.00202835,0.002172418,0.003794825,0.004475873,0.004903205,0.02400139,0.012602834,0.000449975
2010,8,0.002197536,0.001965587,0.002315836,0.003348625,0.004482175,0.00503961,0.020578919,0.014971447,0.000459857
2010,9,0.002002826,0.00198556,0.002055614,0.003132912,0.004122599,0.005815193,0.020409725,0.015249316,0.000435306
2010,10,0.001924214,0.001989825,0.002174652,0.003021792,0.004579241,0.005553121,0.023045464,0.013748879,0.00043691
2010,11,0.002076833,0.002152955,0.002213481,0.003218272,0.004797388,0.005358822,0.021287326,0.012588686,0.000460689
2010,12,0.002225174,0.002187453,0.001850442,0.003062591,0.004918782,0.0057043,0.026687201,0.012290186,0.000458078
2011,1,0.001963988,0.001918708,0.001726681,0.002897817,0.003991696,0.004623314,0.022353012,0.010995697,0.000409384
2011,2,0.001886171,0.001833095,0.001578893,0.002526604,0.004123094,0.004599661,0.019859067,0.010412493,0.000390573
2011,3,0.001869791,0.002171703,0.001701998,0.0029262,0.004093849,0.005374002,0.020079576,0.012336131,0.000416907
2011,4,0.001943203,0.002114178,0.002041339,0.002954565,0.004637727,0.006229018,0.019715961,0.009602373,0.000438056
2011,5,0.002050949,0.001982946,0.002031453,0.00319153,0.004502541,0.005463382,0.016524495,0.009428467,0.000436891
2011,6,0.001961083,0.002288375,0.002135004,0.003664098,0.00447545,0.006052959,0.018757218,0.010308061,0.000455982
2011,7,0.002088584,0.002086483,0.002079551,0.003659599,0.004957508,0.006156088,0.015935405,0.011677062,0.000457233
2011,8,0.001965268,0.002039595,0.00183038,0.003603226,0.004472063,0.005869484,0.018879339,0.010881191,0.000431847
2011,9,0.001822367,0.001901232,0.002034308,0.003006942,0.004226348,0.006435767,0.019493119,0.011228001,0.000416113
2011,10,0.001956088,0.001987985,0.002060859,0.003271465,0.004836306,0.00569128,0.016666193,0.012473887,0.000437719
2011,11,0.002041128,0.002056392,0.002078551,0.003389414,0.004823224,0.004698633,0.015078384,0.011426607,0.000445443
2011,12,0.001824913,0.002034869,0.002107968,0.003188406,0.004863075,0.004601317,0.016044323,0.011651966,0.000428565
2012,1,0.001860132,0.001891181,0.001747933,0.003037148,0.004244611,0.004188571,0.01507995,0.011089051,0.000402693
2012,2,0.001766394,0.001672769,0.001489472,0.002788155,0.004320083,0.003661781,0.014978048,0.010467423,0.000370993
2012,3,0.00201271,0.00161966,0.001668858,0.00304492,0.004158066,0.004334884,0.01706795,0.009557954,0.000392448
2012,4,0.002025647,0.001859237,0.002088666,0.003109314,0.004767758,0.00404398,0.016241733,0.013614142,0.000430483
2012,5,0.001989044,0.001830494,0.001778037,0.003381084,0.00468844,0.004860377,0.015443466,0.009985036,0.000416169
2012,6,0.001965051,0.001906532,0.002137949,0.002805847,0.005204832,0.00436627,0.016368408,0.010821606,0.000430619
2012,7,0.002050373,0.001974034,0.001920987,0.003604956,0.005211398,0.005076319,0.016826492,0.011781085,0.000441986
2012,8,0.002254033,0.001856296,0.001873434,0.003165243,0.004755913,0.004518383,0.016194169,0.012091089,0.000436712
2012,9,0.001852188,0.001774393,0.001615608,0.002996637,0.004268797,0.004169044,0.020026461,0.010859053,0.000391794
2012,10,0.001968067,0.001947835,0.001826522,0.002990574,0.004095683,0.004546236,0.014833779,0.010637057,0.000414428
2012,11,0.002062321,0.002031193,0.001888603,0.003308793,0.004733265,0.004449799,0.020333359,0.010842192,0.000437713
2012,12,0.001989524,0.001841317,0.001698273,0.002830519,0.004445214,0.004022923,0.016301678,0.010266563,0.000405645
2013,1,0.001848163,0.001569113,0.001714155,0.002451141,0.00417084,0.003664247,0.01486366,0.008156548,0.000372739
2013,2,0.001683682,0.001613369,0.001456804,0.002488105,0.003493232,0.003907925,0.014940923,0.008412896,0.000351251
2013,3,0.001688395,0.001646401,0.001548854,0.002650359,0.003392651,0.004125138,0.015240017,0.008902337,0.000358241
2013,4,0.001821993,0.001661387,0.001944581,0.002692896,0.003324125,0.004290298,0.014016395,0.008931164,0.000379995
2013,5,0.001739553,0.001819979,0.001783808,0.002809255,0.003622435,0.00426386,0.013729435,0.010567403,0.000383442
2013,6,0.001848987,0.001764879,0.001651063,0.003026276,0.003908795,0.003427568,0.013734109,0.011224878,0.000385405
2013,7,0.001893713,0.002006151,0.002867939,0.00287344,0.004812668,0.003531153,0.013611985,0.012484459,0.000510481
2013,8,0.00177471,0.001906677,0.002818936,0.002808592,0.0043796,0.003328277,0.013136387,0.012115763,0.000486212
2013,9,0.001778932,0.001829995,0.002578186,0.00315909,0.00437949,0.003346959,0.013592703,0.010199061,0.000477768
2013,10,0.001744722,0.001845149,0.002766581,0.002742721,0.005239159,0.003561796,0.014366977,0.011283273,0.000486501
2013,11,0.001786905,0.001868633,0.003013485,0.002754682,0.005592746,0.003487254,0.015326327,0.013481197,0.000502605
2013,12,0.001775681,0.001781985,0.002579484,0.002662009,0.004859518,0.003476353,0.015638513,0.012402701,0.00047658
2014,1,0.001671718,0.001559876,0.002294757,0.002540089,0.003801975,0.003178046,0.014967081,0.010791409,0.000430768
2014,2,0.001601251,0.00151376,0.001975975,0.002462246,0.003220415,0.003261769,0.015678511,0.012448131,0.000406359
2014,3,0.001839283,0.001572414,0.002200194,0.002393918,0.003909954,0.003508028,0.015157987,0.010824332,0.000441838
2014,4,0.001918409,0.001663968,0.002480805,0.00291688,0.004179708,0.003644137,0.015802816,0.011960451,0.000473296
2014,5,0.001799868,0.001778711,0.002456713,0.002799747,0.004142758,0.003843884,0.018141235,0.010795807,0.000471027
2014,6,0.001815245,0.001745587,0.002435702,0.002694511,0.004257928,0.003698137,0.013882801,0.013348596,0.00046841
2014,7,0.001815913,0.001625465,0.0023275,0.002748187,0.004282947,0.003793926,0.013547878,0.011677858,0.000456597
2014,8,0.001819707,0.001600842,0.002317863,0.003352749,0.004386887,0.003823132,0.015655229,0.0095753,0.000461062
2014,9,0.001763277,0.001612272,0.002419166,0.002848495,0.004167867,0.003594525,0.017000927,0.010117427,0.000454604
2014,10,0.001772814,0.001637504,0.002184726,0.002790231,0.004275427,0.004138443,0.018619473,0.008847233,0.000450857
2014,11,0.001737598,0.001719055,0.002437717,0.002929376,0.004623196,0.003922984,0.01615888,0.011379982,0.000467486
2014,12,0.001760149,0.001716445,0.002536841,0.002842238,0.003741167,0.00397635,0.017272354,0.011368976,0.000462132
2015,1,0.001522061,0.00150795,0.002150369,0.002211079,0.003559447,0.003724107,0.015588963,0.009766245,0.000406601
2015,2,0.001507495,0.001680958,0.001899934,0.002523397,0.003207613,0.003855265,0.014555664,0.008899098,0.000406234
2015,3,0.001616299,0.001600936,0.002004801,0.002790391,0.003403155,0.004046506,0.01476075,0.009680959,0.000419919
2015,4,0.00173143,0.001691233,0.002313499,0.002534929,0.003518235,0.003660149,0.014394483,0.010751103,0.000442956
2015,5,0.001772112,0.001826585,0.002417059,0.00234318,0.004042663,0.00405033,0.014676839,0.010746669,0.000463009
2015,6,0.001770474,0.001868347,0.002586256,0.002223954,0.003568079,0.004145579,0.014169557,0.012695339,0.000463336
2015,7,0.001714794,0.001708866,0.002404682,0.002257267,0.003252701,0.004195302,0.015741596,0.010346271,0.000439704
2015,8,0.00168949,0.001792942,0.002369113,0.002330023,0.003518798,0.004213904,0.013911274,0.009158413,0.000444979
2015,9,0.001737375,0.001723214,0.002442469,0.002462528,0.003525852,0.004595599,0.013816237,0.009579783,0.000449419
2015,10,0.001828439,0.001974472,0.002533789,0.002388649,0.003441853,0.004215738,0.016905968,0.009790617,0.000472476
2015,11,0.001965844,0.001807305,0.002850585,0.002646655,0.003753614,0.004095117,0.016372954,0.01014098,0.00048939
2015,12,0.001962431,0.001825169,0.002703388,0.002607686,0.003410302,0.003911173,0.017143908,0.009756133,0.000479775
2016,1,0.001648006,0.001534115,0.00207741,0.002531745,0.003371549,0.003844673,0.014943587,0.009229603,0.000416691
2016,2,0.001727743,0.001675702,0.002346583,0.002210479,0.003093407,0.003698447,0.01413914,0.008966404,0.000430712
2016,3,0.001786166,0.001745485,0.002145871,0.002439068,0.003493996,0.003972054,0.014345024,0.011462975,0.000444577
2016,4,0.001888824,0.001845923,0.002286088,0.002783158,0.003595411,0.004358325,0.015352752,0.011549403,0.000469803
2016,5,0.001916148,0.001838303,0.002330943,0.002697721,0.003556229,0.004399896,0.016220362,0.012068254,0.000471981
2016,6,0.0018015,0.001776684,0.002418558,0.002461508,0.003463179,0.004133609,0.015233582,0.010362226,0.000455831
